x,y
1.7360000000000002,0.11574565393357167
1.7802472452439135,0.11899490172155885
1.8256222662434,0.12233536339817984
1.8721538077970985,0.12576959954792138
1.9198713473523543,0.12930024263678977
1.9688051136790028,0.13292999903019112
2.01898610601911,0.1366616510674579
2.0704461137248016,0.14049805919461283
2.1232177363966267,0.1444421641570038
2.1773344045352023,0.1484969892534915
2.2328304007192346,0.15266564265391713
2.289740881323318,0.15695131978162657
2.34810189878929,0.16135730576287824
2.4079504244652274,0.1658869779450105
2.4693243720265743,0.1705438084853006
2.53226262149422,0.1753313670124986
2.5968050438647547,0.18025332336307645
2.662992526368508,0.18531345039429056
2.7308669983713507,0.1905156268762127
2.8004714579367,0.1958638404649475
2.8718499990645254,0.20136219075931502
2.945047839624629,0.20701489244334076
3.020111350001892,0.21282627851696365
3.0970880824716267,0.2188008036174367
3.1760268013236557,0.2249430474339673
3.2569775137541916,0.23125771821821461
3.3399915015450863,0.23774965639333395
3.4251213535505305,0.24442383826433628
3.512420999011771,0.25128537983260574
3.6019457417209564,0.25833954071749926
3.6937522950557464,0.2655917281880345
3.7878988179068975,0.27304750130775735
3.8844449515215618,0.28071257519596443
3.9834518572856497,0.28859282540854825
4.084982255469197,0.2966942924418233
4.189100464959277,0.30502318636278464
4.295872444005617,0.3135858915693482
4.405365832004744,0.32238897168422204
4.517649992349138,0.33143917458616085
4.632796056368515,0.34074343758245845
4.75087696839108,0.3503088927266437
4.8719675319533255,0.36014287228545755
4.9961444571876115,0.37025291435930047
5.123486409417565,0.38064676866045827
5.254074058992079,0.3913324024535362
5.387990132389489,0.402318006662655
5.525319464624295,0.41361200215009075
5.666149052989618,0.42522304617116863
5.810568112169454,0.4371600390103623
5.958668130755644,0.4494321308036839
6.1105429292053195,0.4620487285525925
6.266288719275601,0.4750195033348011
6.426004164973154,0.48835439771750666
6.5897904450572415,0.5020636333787274
6.75775131713584,0.5161577189425871
6.92999318339545,0.5306474580345553
7.106625158006249,0.5455439575628173
7.287759136245229,0.5608586362321184
7.473509865381177,0.5766032332966146
7.66399501736639,0.5927898175584353
7.859335263381103,0.6094307966188545
8.05965435027797,0.626538926389166
8.265079178974927,0.6441273208685493
8.475739884846163,0.6622094621964252
8.691769920162066,0.6807992109870004
8.913306138630427,0.699910816953929
9.140488882092443,0.7195589298332348
9.373462069428394,0.7397586106128597
9.612373287729385,0.760525343077457
9.857373885792862,0.7818750456772697
10.108619070001172,0.8038240837302002
10.366268002643823,0.8263892819664136
10.630483902745842,0.8495879374251033
10.901434149466045,0.8734378327132967
11.179290388130674,0.8979572496368625
11.464228638969697,0.9231649832141784
11.756429408624523,0.949080356083188
12.056077804497892,0.9757232333129048
12.363363652018238,1.0031140376307
12.678481614892966,1.031273765077063
13.001631318426732,1.0602240010998252
13.333017475982823,1.089986937100184
13.672850018667845,1.1205853874432123
14.02134422832178,1.1520428069458941
14.37872087389775,1.1843833088560898
14.745206351317758,1.2176316833362089
15.121032826893135,1.2518134164657644
15.506438384400512,1.2869547097773775
15.901667175906391,1.3230825003411926
16.30696957643601,1.3602244814131168
16.72260234258439,1.3984091236627005
17.14882877517009,1.437665696996935
17.585918886034616,1.4780242929966882
18.03414956909334,1.5195158479829955
18.493804775746042,1.5621721667308588
18.965175694758425,1.6060259468487592
